     DEBUG |   51 | KB4IT                | 20/02/2026 23:32:06.235 | [CONTROLLER] - Temporary KB4IT Log file: /home/runner/.kb4it/var/log/kb4it.log.139909231262352140
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.288 | DOC[Tag.adoc] KEY[Title] VALUE[Tag] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.288 | DOC[Tag.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.288 | DOC[Tag.adoc] targets to RESOURCE[Tag.html]
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Automation]: search returned 1 documents
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Development]: search returned 6 documents
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Documentation]: search returned 2 documents
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Package management]: search returned 1 documents
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Refactoring]: search returned 1 documents
     DEBUG |  262 | Database             | 20/02/2026 23:32:06.288 | KEY[Topic] VALUE[Troubleshooting]: search returned 1 documents
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.288 | DOC[Topic.adoc] targets to RESOURCE[Topic.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.288 | DOC[Topic.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.288 | DOC[Topic.adoc] KEY[Title] VALUE[Topic] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.289 | DOC[Topic.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.289 | DOC[Topic.adoc] targets to RESOURCE[Topic.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.293 | DOC[Author_Tomás_Vírseda.adoc] targets to RESOURCE[Author_Tomás_Vírseda.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.293 | DOC[Author_Tomás_Vírseda.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.294 | DOC[Author_Tomás_Vírseda.adoc] KEY[Title] VALUE[Author: Tomás Vírseda] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.294 | DOC[Author_Tomás_Vírseda.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.294 | KEY[Author] VALUE[Tomás Vírseda] targets to RESOURCE[Author_Tomás_Vírseda]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.294 | DOC[Author_Tomás_Vírseda.adoc] targets to RESOURCE[Author_Tomás_Vírseda.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.294 | DOC[Bookmark_Yes.adoc] targets to RESOURCE[Bookmark_Yes.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.294 | DOC[Bookmark_Yes.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.294 | DOC[Bookmark_Yes.adoc] KEY[Title] VALUE[Bookmark: Yes] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.294 | DOC[Bookmark_Yes.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.294 | KEY[Bookmark] VALUE[Yes] targets to RESOURCE[Bookmark_Yes]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.294 | DOC[Bookmark_Yes.adoc] targets to RESOURCE[Bookmark_Yes.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.295 | DOC[Category_Post.adoc] targets to RESOURCE[Category_Post.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.295 | DOC[Category_Post.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Category_Post.adoc] KEY[Title] VALUE[Category: Post] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Category_Post.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.295 | KEY[Category] VALUE[Post] targets to RESOURCE[Category_Post]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.295 | DOC[Category_Post.adoc] targets to RESOURCE[Category_Post.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.295 | DOC[Product_Github_Actions.adoc] targets to RESOURCE[Product_Github_Actions.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_Github_Actions.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_Github_Actions.adoc] KEY[Title] VALUE[Product: Github Actions] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_Github_Actions.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.295 | KEY[Product] VALUE[Github Actions] targets to RESOURCE[Product_Github_Actions]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.295 | DOC[Product_Github_Actions.adoc] targets to RESOURCE[Product_Github_Actions.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.295 | DOC[Product_GNOME.adoc] targets to RESOURCE[Product_GNOME.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_GNOME.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_GNOME.adoc] KEY[Title] VALUE[Product: GNOME] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.295 | DOC[Product_GNOME.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.295 | KEY[Product] VALUE[GNOME] targets to RESOURCE[Product_GNOME]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.296 | DOC[Product_GNOME.adoc] targets to RESOURCE[Product_GNOME.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.296 | DOC[Product_GTK.adoc] targets to RESOURCE[Product_GTK.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_GTK.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_GTK.adoc] KEY[Title] VALUE[Product: GTK] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_GTK.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.296 | KEY[Product] VALUE[GTK] targets to RESOURCE[Product_GTK]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.296 | DOC[Product_GTK.adoc] targets to RESOURCE[Product_GTK.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.296 | DOC[Product_KB4IT.adoc] targets to RESOURCE[Product_KB4IT.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_KB4IT.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_KB4IT.adoc] KEY[Title] VALUE[Product: KB4IT] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.296 | DOC[Product_KB4IT.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.296 | KEY[Product] VALUE[KB4IT] targets to RESOURCE[Product_KB4IT]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.296 | DOC[Product_KB4IT.adoc] targets to RESOURCE[Product_KB4IT.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.297 | DOC[Product_Libadwaita.adoc] targets to RESOURCE[Product_Libadwaita.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Libadwaita.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Libadwaita.adoc] KEY[Title] VALUE[Product: Libadwaita] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Libadwaita.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.297 | KEY[Product] VALUE[Libadwaita] targets to RESOURCE[Product_Libadwaita]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.297 | DOC[Product_Libadwaita.adoc] targets to RESOURCE[Product_Libadwaita.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.297 | DOC[Product_Mako.adoc] targets to RESOURCE[Product_Mako.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Mako.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Mako.adoc] KEY[Title] VALUE[Product: Mako] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.297 | DOC[Product_Mako.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.297 | KEY[Product] VALUE[Mako] targets to RESOURCE[Product_Mako]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.297 | DOC[Product_Mako.adoc] targets to RESOURCE[Product_Mako.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_MiAZ.adoc] targets to RESOURCE[Product_MiAZ.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_MiAZ.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_MiAZ.adoc] KEY[Title] VALUE[Product: MiAZ] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_MiAZ.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.298 | KEY[Product] VALUE[MiAZ] targets to RESOURCE[Product_MiAZ]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_MiAZ.adoc] targets to RESOURCE[Product_MiAZ.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_Pixi.adoc] targets to RESOURCE[Product_Pixi.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_Pixi.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_Pixi.adoc] KEY[Title] VALUE[Product: Pixi] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_Pixi.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.298 | KEY[Product] VALUE[Pixi] targets to RESOURCE[Product_Pixi]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_Pixi.adoc] targets to RESOURCE[Product_Pixi.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_PyGObject.adoc] targets to RESOURCE[Product_PyGObject.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_PyGObject.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_PyGObject.adoc] KEY[Title] VALUE[Product: PyGObject] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.298 | DOC[Product_PyGObject.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.298 | KEY[Product] VALUE[PyGObject] targets to RESOURCE[Product_PyGObject]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.298 | DOC[Product_PyGObject.adoc] targets to RESOURCE[Product_PyGObject.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.299 | DOC[Product_Pypi.adoc] targets to RESOURCE[Product_Pypi.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Pypi.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Pypi.adoc] KEY[Title] VALUE[Product: Pypi] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Pypi.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.299 | KEY[Product] VALUE[Pypi] targets to RESOURCE[Product_Pypi]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.299 | DOC[Product_Pypi.adoc] targets to RESOURCE[Product_Pypi.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.299 | DOC[Product_Python.adoc] targets to RESOURCE[Product_Python.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Python.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Python.adoc] KEY[Title] VALUE[Product: Python] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.299 | DOC[Product_Python.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.299 | KEY[Product] VALUE[Python] targets to RESOURCE[Product_Python]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.299 | DOC[Product_Python.adoc] targets to RESOURCE[Product_Python.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Programming_Language_Python.adoc] targets to RESOURCE[Programming_Language_Python.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.300 | DOC[Programming_Language_Python.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Programming_Language_Python.adoc] KEY[Title] VALUE[Programming Language: Python] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Programming_Language_Python.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.300 | KEY[Programming Language] VALUE[Python] targets to RESOURCE[Programming_Language_Python]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Programming_Language_Python.adoc] targets to RESOURCE[Programming_Language_Python.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Tag_algorithm.adoc] targets to RESOURCE[Tag_algorithm.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_algorithm.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_algorithm.adoc] KEY[Title] VALUE[Tag: algorithm] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_algorithm.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.300 | KEY[Tag] VALUE[algorithm] targets to RESOURCE[Tag_algorithm]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Tag_algorithm.adoc] targets to RESOURCE[Tag_algorithm.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Tag_analysis.adoc] targets to RESOURCE[Tag_analysis.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_analysis.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_analysis.adoc] KEY[Title] VALUE[Tag: analysis] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.300 | DOC[Tag_analysis.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.300 | KEY[Tag] VALUE[analysis] targets to RESOURCE[Tag_analysis]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.300 | DOC[Tag_analysis.adoc] targets to RESOURCE[Tag_analysis.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.301 | DOC[Tag_api.adoc] targets to RESOURCE[Tag_api.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_api.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_api.adoc] KEY[Title] VALUE[Tag: api] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_api.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.301 | KEY[Tag] VALUE[api] targets to RESOURCE[Tag_api]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.301 | DOC[Tag_api.adoc] targets to RESOURCE[Tag_api.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.301 | DOC[Tag_awesome.adoc] targets to RESOURCE[Tag_awesome.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_awesome.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_awesome.adoc] KEY[Title] VALUE[Tag: awesome] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_awesome.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.301 | KEY[Tag] VALUE[awesome] targets to RESOURCE[Tag_awesome]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.301 | DOC[Tag_awesome.adoc] targets to RESOURCE[Tag_awesome.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.301 | DOC[Tag_build.adoc] targets to RESOURCE[Tag_build.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_build.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_build.adoc] KEY[Title] VALUE[Tag: build] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.301 | DOC[Tag_build.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.302 | KEY[Tag] VALUE[build] targets to RESOURCE[Tag_build]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.302 | DOC[Tag_build.adoc] targets to RESOURCE[Tag_build.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.302 | DOC[Tag_cache.adoc] targets to RESOURCE[Tag_cache.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_cache.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_cache.adoc] KEY[Title] VALUE[Tag: cache] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_cache.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.302 | KEY[Tag] VALUE[cache] targets to RESOURCE[Tag_cache]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.302 | DOC[Tag_cache.adoc] targets to RESOURCE[Tag_cache.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.302 | DOC[Tag_compiling.adoc] targets to RESOURCE[Tag_compiling.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_compiling.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_compiling.adoc] KEY[Title] VALUE[Tag: compiling] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.302 | DOC[Tag_compiling.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.302 | KEY[Tag] VALUE[compiling] targets to RESOURCE[Tag_compiling]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.302 | DOC[Tag_compiling.adoc] targets to RESOURCE[Tag_compiling.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_dependency.adoc] targets to RESOURCE[Tag_dependency.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_dependency.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_dependency.adoc] KEY[Title] VALUE[Tag: dependency] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_dependency.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.303 | KEY[Tag] VALUE[dependency] targets to RESOURCE[Tag_dependency]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_dependency.adoc] targets to RESOURCE[Tag_dependency.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_documentation.adoc] targets to RESOURCE[Tag_documentation.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_documentation.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_documentation.adoc] KEY[Title] VALUE[Tag: documentation] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_documentation.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.303 | KEY[Tag] VALUE[documentation] targets to RESOURCE[Tag_documentation]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_documentation.adoc] targets to RESOURCE[Tag_documentation.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_environment.adoc] targets to RESOURCE[Tag_environment.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_environment.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_environment.adoc] KEY[Title] VALUE[Tag: environment] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.303 | DOC[Tag_environment.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.303 | KEY[Tag] VALUE[environment] targets to RESOURCE[Tag_environment]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.303 | DOC[Tag_environment.adoc] targets to RESOURCE[Tag_environment.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.304 | DOC[Tag_extraction.adoc] targets to RESOURCE[Tag_extraction.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_extraction.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_extraction.adoc] KEY[Title] VALUE[Tag: extraction] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_extraction.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.304 | KEY[Tag] VALUE[extraction] targets to RESOURCE[Tag_extraction]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.304 | DOC[Tag_extraction.adoc] targets to RESOURCE[Tag_extraction.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.304 | DOC[Tag_filehandler.adoc] targets to RESOURCE[Tag_filehandler.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_filehandler.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_filehandler.adoc] KEY[Title] VALUE[Tag: filehandler] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_filehandler.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.304 | KEY[Tag] VALUE[filehandler] targets to RESOURCE[Tag_filehandler]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.304 | DOC[Tag_filehandler.adoc] targets to RESOURCE[Tag_filehandler.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.304 | DOC[Tag_framework.adoc] targets to RESOURCE[Tag_framework.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_framework.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_framework.adoc] KEY[Title] VALUE[Tag: framework] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.304 | DOC[Tag_framework.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.304 | KEY[Tag] VALUE[framework] targets to RESOURCE[Tag_framework]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.305 | DOC[Tag_framework.adoc] targets to RESOURCE[Tag_framework.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.305 | DOC[Tag_incremental.adoc] targets to RESOURCE[Tag_incremental.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_incremental.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_incremental.adoc] KEY[Title] VALUE[Tag: incremental] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_incremental.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.305 | KEY[Tag] VALUE[incremental] targets to RESOURCE[Tag_incremental]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.305 | DOC[Tag_incremental.adoc] targets to RESOURCE[Tag_incremental.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.305 | DOC[Tag_index.adoc] targets to RESOURCE[Tag_index.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_index.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_index.adoc] KEY[Title] VALUE[Tag: index] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.305 | DOC[Tag_index.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.305 | KEY[Tag] VALUE[index] targets to RESOURCE[Tag_index]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.305 | DOC[Tag_index.adoc] targets to RESOURCE[Tag_index.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.306 | DOC[Tag_library.adoc] targets to RESOURCE[Tag_library.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_library.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_library.adoc] KEY[Title] VALUE[Tag: library] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_library.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.306 | KEY[Tag] VALUE[library] targets to RESOURCE[Tag_library]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.306 | DOC[Tag_library.adoc] targets to RESOURCE[Tag_library.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.306 | DOC[Tag_logging.adoc] targets to RESOURCE[Tag_logging.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_logging.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_logging.adoc] KEY[Title] VALUE[Tag: logging] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_logging.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  790 | Theme                | 20/02/2026 23:32:06.306 | KEY[Tag] VALUE[logging] targets to RESOURCE[Tag_logging]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.306 | DOC[Tag_logging.adoc] targets to RESOURCE[Tag_logging.html]
     DEBUG |  186 | Backend              | 20/02/2026 23:32:06.306 | DOC[Tag_page.adoc] targets to RESOURCE[Tag_page.html]
     DEBUG |   60 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_page.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_page.adoc] KEY[Title] VALUE[Tag: page] added
     DEBUG |   71 | Database             | 20/02/2026 23:32:06.306 | DOC[Tag_page.adoc] KEY[SystemPage] VALUE[Yes] added
